subset,system,model_tag,query_id,level,rep,status,latency_s,cost_usd,judge_score,n_iterations
C2,rag,gpt,Q31,synthesis,2,OK,2.59,0.003086,2,
C2,rag,gpt,Q32,synthesis,1,OK,3.377,0.002692,2,
C2,rag,gpt,Q32,synthesis,2,OK,4.522,0.003376,3,
C2,rag,gpt,Q33,synthesis,1,OK,4.104,0.003358,4,
C2,rag,gpt,Q33,synthesis,2,OK,3.796,0.003579,4,
C2,rag,gpt,Q34,synthesis,1,OK,4.063,0.003322,4,
C2,rag,gpt,Q34,synthesis,2,OK,3.065,0.003178,4,
C2,rag,gpt,Q35,synthesis,1,OK,2.685,0.002699,2,
C2,rag,gpt,Q35,synthesis,2,OK,1.769,0.002582,2,
C2,rag,gpt,Q36,synthesis,1,OK,2.416,0.002989,4,
C2,rag,gpt,Q36,synthesis,2,OK,2.711,0.002989,4,
C2,rag,gpt,Q37,synthesis,1,OK,2.733,0.003112,4,
C2,rag,gpt,Q37,synthesis,2,OK,3.727,0.003364,4,
C2,rag,gpt,Q38,synthesis,1,OK,3.457,0.003304,4,
C2,rag,gpt,Q38,synthesis,2,OK,4.551,0.003803,4,
C2,rag,gpt,Q39,synthesis,1,OK,3.621,0.00372,2,
C2,rag,gpt,Q39,synthesis,2,OK,3.031,0.003455,2,
C2,rag,gpt,Q40,synthesis,1,OK,3.804,0.003232,4,
C2,rag,gpt,Q40,synthesis,2,OK,2.954,0.003263,4,
C2,rlm,gemini,Q01,factual,1,OK,44.181,0.014781,5,9
C2,rlm,gemini,Q01,factual,2,OK,15.449,0.004183,4,5
C2,rlm,gemini,Q02,factual,1,OK,12.004,0.002258,2,3
C2,rlm,gemini,Q02,factual,2,OK,52.584,0.0032,1,4
C2,rlm,gemini,Q03,factual,1,OK,12.34,0.00309,1,4
C2,rlm,gemini,Q03,factual,2,OK,17.664,0.002507,2,3
C2,rlm,gemini,Q04,factual,1,OK,27.322,0.006995,5,6
C2,rlm,gemini,Q04,factual,2,OK,10.212,0.005028,5,4
C2,rlm,gemini,Q05,factual,1,OK,14.225,0.006121,2,5
C2,rlm,gemini,Q05,factual,2,OK,8.975,0.00298,4,3
C2,rlm,gemini,Q06,factual,1,OK,12.762,0.004539,3,4
C2,rlm,gemini,Q06,factual,2,OK,16.478,0.002154,1,2
C2,rlm,gemini,Q07,factual,1,OK,30.191,0.00964,1,7
C2,rlm,gemini,Q07,factual,2,OK,22.606,0.005984,4,5
C2,rlm,gemini,Q08,factual,1,OK,7.238,0.002461,4,3
C2,rlm,gemini,Q08,factual,2,OK,8.887,0.00326,5,4
C2,rlm,gemini,Q09,factual,1,OK,352.122,0.016884,2,9
C2,rlm,gemini,Q09,factual,2,OK,21.33,0.004424,4,4
C2,rlm,gemini,Q10,factual,1,OK,16.94,0.007798,5,6
C2,rlm,gemini,Q10,factual,2,OK,14.067,0.003556,1,4
C2,rlm,gemini,Q11,factual,1,OK,12.984,0.003548,2,4
C2,rlm,gemini,Q11,factual,2,OK,7.787,0.001764,1,2
C2,rlm,gemini,Q12,factual,1,OK,14.767,0.003594,4,4
C2,rlm,gemini,Q12,factual,2,OK,34.744,0.012,5,7
C2,rlm,gemini,Q13,factual,1,OK,28.656,0.01168,2,7
C2,rlm,gemini,Q13,factual,2,OK,18.699,0.004091,2,4
C2,rlm,gemini,Q14,factual,1,OK,20.751,0.005891,1,6
C2,rlm,gemini,Q14,factual,2,OK,8.36,0.003795,5,4
C2,rlm,gemini,Q15,factual,1,OK,58.675,0.020413,2,6
C2,rlm,gemini,Q15,factual,2,OK,31.611,0.006043,1,4
C2,rlm,gemini,Q16,factual,1,OK,49.692,0.01285,2,9
C2,rlm,gemini,Q16,factual,2,OK,23.196,0.009201,2,6
C2,rlm,gemini,Q17,comparison,1,OK,22.801,0.007786,5,5
C2,rlm,gemini,Q17,comparison,2,OK,24.223,0.007712,4,6
C2,rlm,gemini,Q18,comparison,1,OK,140.539,0.013455,5,7
C2,rlm,gemini,Q18,comparison,2,OK,18.678,0.00833,5,5
C2,rlm,gemini,Q19,comparison,1,OK,21.618,0.004542,4,4
C2,rlm,gemini,Q19,comparison,2,OK,38.449,0.014987,4,8
C2,rlm,gemini,Q20,comparison,1,OK,53.248,0.028671,4,13
C2,rlm,gemini,Q20,comparison,2,OK,316.574,0.02166,5,9
C2,rlm,gemini,Q21,comparison,1,OK,31.268,0.012208,5,5
C2,rlm,gemini,Q21,comparison,2,OK,49.813,0.040971,3,12
C2,rlm,gemini,Q22,comparison,1,OK,18.257,0.011122,2,7
C2,rlm,gemini,Q22,comparison,2,OK,17.931,0.007247,2,5
C2,rlm,gemini,Q23,comparison,1,OK,54.301,0.014894,2,10
C2,rlm,gemini,Q23,comparison,2,OK,48.395,0.016361,4,8
C2,rlm,gemini,Q24,comparison,1,OK,40.471,0.016445,4,9
C2,rlm,gemini,Q24,comparison,2,OK,95.339,0.028521,5,11
C2,rlm,gemini,Q25,comparison,1,OK,25.219,0.010691,4,6
C2,rlm,gemini,Q25,comparison,2,OK,333.709,0.017027,4,9
C2,rlm,gemini,Q26,comparison,1,OK,22.336,0.009198,5,7
C2,rlm,gemini,Q26,comparison,2,OK,18.396,0.006715,5,5
C2,rlm,gemini,Q27,comparison,1,OK,43.595,0.008939,2,6
C2,rlm,gemini,Q27,comparison,2,OK,235.842,0.009945,4,5
C2,rlm,gemini,Q28,comparison,1,OK,26.797,0.013262,2,10
C2,rlm,gemini,Q28,comparison,2,OK,35.077,0.02216,2,12
C2,rlm,gemini,Q29,comparison,1,OK,22.583,0.010896,2,7
C2,rlm,gemini,Q29,comparison,2,OK,18.324,0.007431,2,5
C2,rlm,gemini,Q30,comparison,1,OK,34.829,0.012894,5,7
C2,rlm,gemini,Q30,comparison,2,OK,50.202,0.012424,5,5
C2,rlm,gemini,Q31,synthesis,1,OK,82.257,0.016529,4,9
C2,rlm,gemini,Q31,synthesis,2,OK,42.781,0.010813,4,7
C2,rlm,gemini,Q32,synthesis,1,OK,65.849,0.014102,4,7
C2,rlm,gemini,Q32,synthesis,2,OK,176.185,0.008359,4,6
C2,rlm,gemini,Q33,synthesis,1,OK,50.599,0.013365,2,5
C2,rlm,gemini,Q33,synthesis,2,OK,55.537,0.007136,4,4
C2,rlm,gemini,Q34,synthesis,1,OK,230.189,0.004665,4,4
C2,rlm,gemini,Q34,synthesis,2,OK,105.545,0.009307,4,5
C2,rlm,gemini,Q35,synthesis,1,OK,54.391,0.007173,4,4
C2,rlm,gemini,Q35,synthesis,2,OK,37.176,0.011048,4,5
C2,rlm,gemini,Q36,synthesis,1,OK,92.091,0.008287,4,5
C2,rlm,gemini,Q36,synthesis,2,OK,178.65,0.00651,2,4
C2,rlm,gemini,Q37,synthesis,1,OK,27.874,0.006646,4,4
C2,rlm,gemini,Q37,synthesis,2,OK,348.098,0.017055,4,4
C2,rlm,gemini,Q38,synthesis,1,OK,72.652,0.00675,4,5
C2,rlm,gemini,Q38,synthesis,2,OK,54.167,0.014356,4,8
C2,rlm,gemini,Q39,synthesis,1,OK,663.676,0.011042,2,7
C2,rlm,gemini,Q39,synthesis,2,OK,148.574,0.023978,4,9
C2,rlm,gemini,Q40,synthesis,1,OK,44.524,0.005894,4,5
C2,rlm,gemini,Q40,synthesis,2,OK,220.773,0.007036,4,4
C2,rlm,gpt,Q01,factual,1,OK,58.273,0.060783,5,11
C2,rlm,gpt,Q01,factual,2,OK,8.211,0.01543,5,6
C2,rlm,gpt,Q02,factual,1,OK,30.997,0.076237,1,8
C2,rlm,gpt,Q02,factual,2,OK,25.332,0.110975,1,11
C2,rlm,gpt,Q03,factual,1,OK,19.232,0.073065,4,9
C2,rlm,gpt,Q03,factual,2,OK,34.25,0.050026,4,14
C2,rlm,gpt,Q04,factual,1,OK,15.845,0.022389,1,16
C2,rlm,gpt,Q04,factual,2,OK,10.879,0.023222,5,7
C2,rlm,gpt,Q05,factual,1,OK,10.207,0.022264,5,7
C2,rlm,gpt,Q05,factual,2,OK,8.233,0.012621,4,6
C2,rlm,gpt,Q06,factual,1,OK,34.851,0.019911,1,16
C2,rlm,gpt,Q06,factual,2,OK,20.851,0.091197,5,15
C2,rlm,gpt,Q07,factual,1,OK,10.208,0.018486,5,6
C2,rlm,gpt,Q07,factual,2,OK,18.22,0.024466,4,16
C2,rlm,gpt,Q08,factual,1,OK,8.208,0.018026,5,7
C2,rlm,gpt,Q08,factual,2,OK,10.854,0.022378,5,6
C2,rlm,gpt,Q09,factual,1,OK,13.224,0.025988,5,7
C2,rlm,gpt,Q09,factual,2,OK,9.32,0.022867,5,6
C2,rlm,gpt,Q10,factual,1,OK,15.211,0.047631,5,16
C2,rlm,gpt,Q10,factual,2,OK,20.78,0.041128,5,10
C2,rlm,gpt,Q11,factual,1,OK,7.839,0.011995,4,5
C2,rlm,gpt,Q11,factual,2,OK,11.205,0.022393,4,6
C2,rlm,gpt,Q12,factual,1,OK,13.73,0.023756,5,8
C2,rlm,gpt,Q12,factual,2,OK,11.716,0.029573,5,7
C2,rlm,gpt,Q13,factual,1,OK,11.213,0.02281,4,6
C2,rlm,gpt,Q13,factual,2,OK,13.206,0.021262,1,16
C2,rlm,gpt,Q14,factual,1,OK,7.513,0.023038,5,5
C2,rlm,gpt,Q14,factual,2,OK,14.215,0.041468,5,16
C2,rlm,gpt,Q15,factual,1,OK,25.252,0.074072,2,16
C2,rlm,gpt,Q15,factual,2,OK,12.722,0.036335,2,8
C2,rlm,gpt,Q16,factual,1,OK,20.244,0.053405,2,16
C2,rlm,gpt,Q16,factual,2,OK,26.917,0.10441,2,12
C2,rlm,gpt,Q17,comparison,1,OK,9.211,0.023718,5,6
C2,rlm,gpt,Q17,comparison,2,OK,10.766,0.021021,4,16
C2,rlm,gpt,Q18,comparison,1,OK,12.344,0.087779,5,14
C2,rlm,gpt,Q18,comparison,2,OK,10.774,0.021104,2,16
C2,rlm,gpt,Q19,comparison,1,OK,12.352,0.028416,5,8
C2,rlm,gpt,Q19,comparison,2,OK,9.84,0.021962,5,6
C2,rlm,gpt,Q20,comparison,1,OK,21.368,0.073301,4,10
C2,rlm,gpt,Q20,comparison,2,OK,14.222,0.03913,4,9
C2,rlm,gpt,Q21,comparison,1,OK,12.853,0.024986,5,16
C2,rlm,gpt,Q21,comparison,2,OK,10.329,0.022065,4,16
C2,rlm,gpt,Q22,comparison,1,OK,15.217,0.039764,4,16
C2,rlm,gpt,Q22,comparison,2,OK,23.751,0.136272,5,16
C2,rlm,gpt,Q23,comparison,1,OK,18.349,0.029036,5,16
C2,rlm,gpt,Q23,comparison,2,OK,9.22,0.019588,5,9
C2,rlm,gpt,Q24,comparison,1,OK,8.712,0.026429,4,6
C2,rlm,gpt,Q24,comparison,2,OK,12.33,0.043336,5,8
C2,rlm,gpt,Q25,comparison,1,OK,10.708,0.023036,1,16
C2,rlm,gpt,Q25,comparison,2,OK,10.837,0.021946,1,16
C2,rlm,gpt,Q26,comparison,1,OK,8.862,0.026516,4,6
C2,rlm,gpt,Q26,comparison,2,OK,12.74,0.040547,5,9
C2,rlm,gpt,Q27,comparison,1,OK,17.232,0.08203,2,16
C2,rlm,gpt,Q27,comparison,2,OK,22.704,0.090493,2,14
C2,rlm,gpt,Q28,comparison,1,OK,24.209,0.060881,3,16
C2,rlm,gpt,Q28,comparison,2,OK,10.84,0.030244,4,7
C2,rlm,gpt,Q29,comparison,1,OK,13.366,0.049888,5,9
C2,rlm,gpt,Q29,comparison,2,OK,15.726,0.02766,4,16
C2,rlm,gpt,Q30,comparison,1,OK,17.743,0.026995,2,16
C2,rlm,gpt,Q30,comparison,2,OK,12.348,0.024091,2,16
C2,rlm,gpt,Q31,synthesis,1,OK,28.792,0.051858,4,9
C2,rlm,gpt,Q31,synthesis,2,OK,29.786,0.113157,4,13
C2,rlm,gpt,Q32,synthesis,1,OK,13.72,0.020296,1,16
C2,rlm,gpt,Q32,synthesis,2,OK,23.26,0.056075,4,7
C2,rlm,gpt,Q33,synthesis,1,OK,48.141,0.069364,4,11
C2,rlm,gpt,Q33,synthesis,2,OK,17.743,0.034426,5,8
C2,rlm,gpt,Q34,synthesis,1,OK,20.938,0.048865,4,7
C2,rlm,gpt,Q34,synthesis,2,OK,16.228,0.030004,4,7
C2,rlm,gpt,Q35,synthesis,1,OK,15.85,0.022819,1,16
C2,rlm,gpt,Q35,synthesis,2,OK,17.74,0.032117,4,10
C2,rlm,gpt,Q36,synthesis,1,OK,20.733,0.057624,4,9
C2,rlm,gpt,Q36,synthesis,2,OK,15.755,0.034091,4,7
C2,rlm,gpt,Q37,synthesis,1,OK,17.727,0.04369,4,8
C2,rlm,gpt,Q37,synthesis,2,OK,25.779,0.046755,4,8
C2,rlm,gpt,Q38,synthesis,1,OK,17.225,0.023141,1,15
C2,rlm,gpt,Q38,synthesis,2,OK,24.715,0.059714,4,10
C2,rlm,gpt,Q39,synthesis,1,OK,21.734,0.045005,4,11
C2,rlm,gpt,Q39,synthesis,2,OK,26.777,0.124571,3,16
C2,rlm,gpt,Q40,synthesis,1,OK,14.352,0.020665,1,16
C2,rlm,gpt,Q40,synthesis,2,OK,20.36,0.025111,4,16
C3,baseline,gemini,Q01,factual,1,OK,4.485,0.107867,5,
C3,baseline,gemini,Q01,factual,2,OK,2.222,0.10785,5,
C3,baseline,gemini,Q02,factual,1,OK,6.614,0.108167,5,
C3,baseline,gemini,Q02,factual,2,OK,6.065,0.108022,5,
C3,baseline,gemini,Q03,factual,1,OK,6.785,0.108148,5,
C3,baseline,gemini,Q03,factual,2,OK,5.676,0.107976,5,
C3,baseline,gemini,Q04,factual,1,OK,6.912,0.107876,5,
C3,baseline,gemini,Q04,factual,2,OK,14.672,0.107811,5,
C3,baseline,gemini,Q05,factual,1,OK,8.925,0.107942,5,
C3,baseline,gemini,Q05,factual,2,OK,3.359,0.108019,5,
C3,baseline,gemini,Q06,factual,1,OK,8.407,0.10836,5,
C3,baseline,gemini,Q06,factual,2,OK,7.65,0.109025,5,
C3,baseline,gemini,Q07,factual,1,OK,7.08,0.108388,5,
C3,baseline,gemini,Q07,factual,2,OK,4.224,0.108238,5,
C3,baseline,gemini,Q08,factual,1,OK,9.062,0.107779,5,
C3,baseline,gemini,Q08,factual,2,OK,5.497,0.107764,5,
C3,baseline,gemini,Q09,factual,1,OK,8.74,0.108331,5,
C3,baseline,gemini,Q09,factual,2,OK,8.393,0.108091,5,
C3,baseline,gemini,Q10,factual,1,OK,5.949,0.107978,5,
C3,baseline,gemini,Q10,factual,2,OK,5.894,0.10783,5,
C3,baseline,gemini,Q11,factual,1,OK,5.896,0.108174,5,
C3,baseline,gemini,Q11,factual,2,OK,7.099,0.108199,4,
C3,baseline,gemini,Q12,factual,1,OK,6.383,0.108344,5,
C3,baseline,gemini,Q12,factual,2,OK,5.732,0.108102,5,
C3,baseline,gemini,Q13,factual,1,OK,6.824,0.107919,5,
C3,baseline,gemini,Q13,factual,2,OK,6.529,0.108026,5,
C3,baseline,gemini,Q14,factual,1,OK,5.165,0.107915,5,
C3,baseline,gemini,Q14,factual,2,OK,5.414,0.107915,5,
C3,baseline,gemini,Q15,factual,1,OK,7.934,0.108353,4,
C3,baseline,gemini,Q15,factual,2,OK,15.143,0.109805,4,
C3,baseline,gemini,Q16,factual,1,OK,7.281,0.108032,5,
C3,baseline,gemini,Q16,factual,2,OK,7.82,0.107939,5,
C3,baseline,gemini,Q17,comparison,1,OK,11.605,0.109604,5,
C3,baseline,gemini,Q17,comparison,2,OK,8.272,0.108856,5,
C3,baseline,gemini,Q18,comparison,1,OK,12.552,0.110488,5,
C3,baseline,gemini,Q18,comparison,2,OK,9.236,0.109266,5,
C3,baseline,gemini,Q19,comparison,1,OK,11.925,0.109854,5,
C3,baseline,gemini,Q19,comparison,2,OK,11.597,0.111171,5,
C3,baseline,gemini,Q20,comparison,1,OK,16.74,0.110327,4,
C3,baseline,gemini,Q20,comparison,2,OK,21.005,0.111377,4,
C3,baseline,gemini,Q21,comparison,1,OK,11.298,0.109064,5,
C3,baseline,gemini,Q21,comparison,2,OK,14.276,0.109129,5,
C3,baseline,gemini,Q22,comparison,1,OK,8.262,0.108257,5,
C3,baseline,gemini,Q22,comparison,2,OK,10.905,0.108702,5,
C3,baseline,gemini,Q23,comparison,1,OK,16.009,0.109219,4,
C3,baseline,gemini,Q23,comparison,2,OK,20.858,0.109699,4,
C3,baseline,gemini,Q24,comparison,1,OK,17.572,0.110368,5,
C3,baseline,gemini,Q24,comparison,2,OK,12.625,0.110971,4,
C3,baseline,gemini,Q25,comparison,1,OK,8.929,0.108506,4,
C3,baseline,gemini,Q25,comparison,2,OK,7.549,0.108245,4,
C3,baseline,gemini,Q26,comparison,1,OK,8.906,0.108761,5,
C3,baseline,gemini,Q26,comparison,2,OK,7.205,0.108584,5,
C3,baseline,gemini,Q27,comparison,1,OK,8.486,0.108576,5,
C3,baseline,gemini,Q27,comparison,2,OK,8.485,0.108768,5,
C3,baseline,gemini,Q28,comparison,1,OK,15.845,0.109124,4,
C3,baseline,gemini,Q28,comparison,2,OK,12.482,0.108854,5,
C3,baseline,gemini,Q29,comparison,1,OK,12.274,0.108939,5,
C3,baseline,gemini,Q29,comparison,2,OK,11.505,0.108886,5,
C3,baseline,gemini,Q30,comparison,1,OK,17.588,0.109581,4,
C3,baseline,gemini,Q30,comparison,2,OK,12.704,0.109558,5,
C3,baseline,gemini,Q31,synthesis,1,OK,39.783,0.111024,4,
C3,baseline,gemini,Q31,synthesis,2,OK,44.232,0.111036,4,
C3,baseline,gemini,Q32,synthesis,1,OK,41.51,0.114638,4,
C3,baseline,gemini,Q32,synthesis,2,OK,19.643,0.112491,4,
C3,baseline,gemini,Q33,synthesis,1,OK,32.435,0.111886,4,
C3,baseline,gemini,Q33,synthesis,2,OK,94.696,0.112689,5,
C3,baseline,gemini,Q34,synthesis,1,OK,133.545,0.112937,4,
C3,baseline,gemini,Q34,synthesis,2,OK,70.186,0.11274,4,
C3,baseline,gemini,Q35,synthesis,1,OK,47.468,0.112367,4,
C3,baseline,gemini,Q35,synthesis,2,OK,82.237,0.112755,4,
C3,baseline,gemini,Q36,synthesis,1,OK,41.643,0.110938,5,
C3,baseline,gemini,Q36,synthesis,2,OK,52.012,0.111768,4,
C3,baseline,gemini,Q37,synthesis,1,OK,19.996,0.109804,4,
C3,baseline,gemini,Q37,synthesis,2,OK,46.931,0.110569,4,
C3,baseline,gemini,Q38,synthesis,1,OK,76.933,0.113376,4,
C3,baseline,gemini,Q38,synthesis,2,OK,70.156,0.111911,4,
C3,baseline,gemini,Q39,synthesis,1,OK,102.125,0.115707,4,
C3,baseline,gemini,Q39,synthesis,2,OK,94.59,0.113367,2,
C3,baseline,gemini,Q40,synthesis,1,OK,85.634,0.115408,4,
C3,baseline,gemini,Q40,synthesis,2,OK,40.909,0.116641,4,
C3,baseline,,Q01,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q01,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q02,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q02,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q03,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q03,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q04,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q04,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q05,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q05,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q06,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q06,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q07,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q07,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q08,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q08,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q09,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q09,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q10,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q10,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q11,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q11,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q12,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q12,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q13,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q13,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q14,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q14,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q15,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q15,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q16,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q16,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q17,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q17,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q18,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q18,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q19,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q19,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q20,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q20,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q21,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q21,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q22,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q22,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q23,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q23,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q24,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q24,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q25,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q25,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q26,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q26,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q27,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q27,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q28,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q28,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q29,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q29,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q30,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q30,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q31,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q31,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q32,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q32,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q33,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q33,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q34,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q34,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q35,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q35,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q36,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q36,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q37,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q37,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q38,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q38,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q39,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q39,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q40,,1,SKIPPED_CONTEXT_LIMIT,,,,
C3,baseline,,Q40,,2,SKIPPED_CONTEXT_LIMIT,,,,
C3,rag,gemini,Q01,factual,1,OK,2.359,0.000872,5,
C3,rag,gemini,Q01,factual,2,OK,1.515,0.000892,5,
C3,rag,gemini,Q02,factual,1,OK,3.606,0.00088,2,
C3,rag,gemini,Q02,factual,2,OK,3.049,0.000885,2,
C3,rag,gemini,Q03,factual,1,OK,5.479,0.000886,2,
C3,rag,gemini,Q03,factual,2,OK,5.565,0.000886,2,
C3,rag,gemini,Q04,factual,1,OK,2.837,0.000933,5,
C3,rag,gemini,Q04,factual,2,OK,2.926,0.000933,5,
C3,rag,gemini,Q05,factual,1,OK,2.365,0.000762,5,
C3,rag,gemini,Q05,factual,2,OK,2.236,0.000762,5,
C3,rag,gemini,Q06,factual,1,OK,5.73,0.001301,5,
C3,rag,gemini,Q06,factual,2,OK,6.153,0.001301,5,
C3,rag,gemini,Q07,factual,1,OK,4.056,0.001157,5,
C3,rag,gemini,Q07,factual,2,OK,4.457,0.001157,4,
C3,rag,gemini,Q08,factual,1,OK,1.92,0.000836,5,
C3,rag,gemini,Q08,factual,2,OK,1.779,0.000836,5,
C3,rag,gemini,Q09,factual,1,OK,2.097,0.001008,5,
C3,rag,gemini,Q09,factual,2,OK,2.199,0.001033,5,
C3,rag,gemini,Q10,factual,1,OK,1.534,0.000849,5,
C3,rag,gemini,Q10,factual,2,OK,1.505,0.000849,5,
C3,rag,gemini,Q11,factual,1,OK,1.832,0.001104,5,
C3,rag,gemini,Q11,factual,2,OK,1.753,0.001104,5,
C3,rag,gemini,Q12,factual,1,OK,3.325,0.001312,5,
C3,rag,gemini,Q12,factual,2,OK,3.181,0.001312,5,
C3,rag,gemini,Q13,factual,1,OK,2.087,0.000879,5,
C3,rag,gemini,Q13,factual,2,OK,2.355,0.000857,5,
C3,rag,gemini,Q14,factual,1,OK,2.081,0.000818,5,
C3,rag,gemini,Q14,factual,2,OK,1.909,0.000818,5,
C3,rag,gemini,Q15,factual,1,OK,2.512,0.001045,4,
C3,rag,gemini,Q15,factual,2,OK,2.483,0.001045,5,
C3,rag,gemini,Q16,factual,1,OK,3.252,0.000989,1,
C3,rag,gemini,Q16,factual,2,OK,2.999,0.000996,1,
C3,rag,gemini,Q17,comparison,1,OK,3.621,0.001037,2,
C3,rag,gemini,Q17,comparison,2,OK,3.111,0.001122,2,
C3,rag,gemini,Q18,comparison,1,OK,3.09,0.00108,2,
C3,rag,gemini,Q18,comparison,2,OK,3.192,0.00108,2,
C3,rag,gemini,Q19,comparison,1,OK,4.897,0.001313,2,
C3,rag,gemini,Q19,comparison,2,OK,5.355,0.001218,2,
C3,rag,gemini,Q20,comparison,1,OK,5.205,0.001211,2,
C3,rag,gemini,Q20,comparison,2,OK,5.506,0.001291,3,
